Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source,Area_clean
Other,1280000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1200000,1540.0,5.0,5.0,Terrace House,Kaggle,Other
Other,798000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,358000,1540.0,2.0,1.0,Low-Cost House,Kaggle,Other
Other,788000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,398000,1540.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,348000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,355000,1540.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,600000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Pasir Gudang,580000,1540.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,478000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Skudai,418000,1540.0,3.0,3.0,Terrace House,Kaggle,Skudai
Pasir Gudang,538000,1540.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Mount Austin,2000000,1540.0,5.0,5.0,Bungalow / Detached House,Kaggle,Mount Austin
Other,430000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Johor Bahru,798000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Pasir Gudang,780000,1540.0,5.0,3.0,Cluster House,Kaggle,Pasir Gudang
Other,398000,1540.0,2.0,1.0,Low-Cost House,Kaggle,Other
Johor Bahru,858000,1540.0,3.0,3.0,Terrace House,Kaggle,Johor Bahru
Bukit Indah,899000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Johor Bahru,870000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,750000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Bukit Indah,670000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Pasir Gudang,358000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Pasir Gudang
Other,490000,1540.0,3.0,3.0,Terrace House,Kaggle,Other
Other,540000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,890000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,685000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,465000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,660000,1540.0,3.0,2.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,799000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,628000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Iskandar Puteri,1600000,1540.0,4.0,5.0,Terrace House,Kaggle,Iskandar Puteri
Bukit Indah,740000,1540.0,3.0,3.0,Terrace House,Kaggle,Bukit Indah
Other,498000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,720000,1540.0,4.0,3.0,Cluster House,Kaggle,Other
Other,298000,820.0,4.0,2.0,Condominium,Kaggle,Other
Other,538000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,695000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Kulai
Other,548000,1540.0,3.0,3.0,Terrace House,Kaggle,Other
Other,1180000,1540.0,5.0,4.0,Terrace House,Kaggle,Other
Other,520000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,390000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,520000,1540.0,3.0,3.0,Terrace House,Kaggle,Other
Pasir Gudang,618000,1540.0,3.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,1250000,1540.0,5.0,4.0,Terrace House,Kaggle,Other
Other,515000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,1490000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Bukit Indah,1150000,1540.0,5.0,4.0,Terrace House,Kaggle,Bukit Indah
Other,1630000,1540.0,6.0,4.0,Cluster House,Kaggle,Other
Other,488000,1540.0,3.0,1.0,Terrace House,Kaggle,Other
Bukit Indah,880000,1540.0,4.0,4.0,Terrace House,Kaggle,Bukit Indah
Skudai,698000,1540.0,4.0,2.0,Link Bungalow / Semi-Detached,Kaggle,Skudai
Other,500000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,558000,1540.0,5.0,4.0,Low-Cost House,Kaggle,Other
Pasir Gudang,530000,1540.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,418000,1540.0,4.0,3.0,Low-Cost House,Kaggle,Other
Other,498000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,455000,1540.0,3.0,1.0,Terrace House,Kaggle,Other
Other,1288000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Mount Austin,1200000,1540.0,5.0,4.0,Cluster House,Kaggle,Mount Austin
Skudai,1600000,1540.0,6.0,5.0,Cluster House,Kaggle,Skudai
Other,408000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,468000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Taman Molek,1100000,1540.0,5.0,5.0,Terrace House,Kaggle,Taman Molek
Other,560000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Bukit Indah,1180000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Other,455000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,348000,1540.0,2.0,2.0,Low-Cost House,Kaggle,Other
Johor Jaya,388000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Johor Jaya
Other,1150000,1540.0,4.0,3.0,Cluster House,Kaggle,Other
Other,1300000,1540.0,5.0,4.0,Cluster House,Kaggle,Other
Other,425000,1540.0,3.0,3.0,Terrace House,Kaggle,Other
Other,1090000,1540.0,5.0,5.0,Cluster House,Kaggle,Other
Bukit Indah,730000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Other,1060000,1540.0,5.0,4.0,Cluster House,Kaggle,Other
Other,950000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Pasir Gudang,300000,1540.0,3.0,1.0,Low-Cost House,Kaggle,Pasir Gudang
Other,400000,1540.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,560000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Iskandar Puteri,1850000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Iskandar Puteri
Other,1250000,4000.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,695000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Permas Jaya,560000,1540.0,3.0,2.0,Terrace House,Kaggle,Permas Jaya
Other,1280000,1540.0,5.0,3.0,Cluster House,Kaggle,Other
Other,1000000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1900000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,398000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,680000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Pasir Gudang,316000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Pasir Gudang
Other,263000,980.0,3.0,2.0,Terrace House,Kaggle,Other
Other,270000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
